privacy_clause,security_clause,termination_clause,liability_clause,country_risk,penalty_amount,document_length,risk_score,risk_level
1,0,1,1,0.38591797759602275,444047.67886430596,8859,51.83733655168325,High
1,0,1,1,0.6908988872276309,370649.3286604362,19673,54.48771616710392,High
1,1,1,1,0.7881529786145868,702005.270575211,8482,56.192911146554216,High
1,0,1,1,0.8431559020595341,58151.117270783034,15870,64.19774860677923,High
1,1,1,0,0.8212803871227904,39751.51152985534,12149,58.59966124098379,High
1,1,1,1,0.8362468629999801,334990.8634657068,17128,46.92653335862336,Medium
1,0,1,1,0.6676534275778808,729515.088176603,18832,62.0014705026755,High
1,1,0,1,0.40383106927245993,116454.44367810365,1852,46.08807037205396,Medium
1,1,1,1,0.6672868540638371,635546.8482124358,18613,60.935582763316646,High
0,1,1,1,0.8367343340599133,269505.2652996426,8503,64.62494358950923,High
1,1,0,1,0.35064246462442106,651674.6726855002,13612,58.01675270347744,High
1,1,0,1,0.2965079902920401,456976.1238893253,1617,45.440503565837695,Medium
1,1,1,1,0.3437072171051635,115151.67529470105,10675,31.82212980520998,Medium
1,0,1,0,0.5512833960293684,247282.81476297288,16756,75.50242735411284,Critical
1,1,1,1,0.052443874813944524,219713.75389307545,8670,26.541507054181697,Medium
1,1,0,1,0.77897081901684,164584.59270897007,958,56.12395533954822,High
1,0,0,1,0.13885195845020193,468345.448404777,1018,55.182714527155554,High
1,1,1,1,0.13283865678409879,954665.5393169958,10309,39.01993649537765,Medium
1,1,1,1,0.19765913935610502,658088.8002909871,4731,35.189407974886464,Medium
0,1,1,1,0.5769274349724983,836002.0314981081,10157,66.18196720538462,High
0,1,1,1,0.285568375803956,981080.1890314736,11261,58.007062888708525,High
1,1,1,1,0.36809032898655225,540622.6631935678,17646,50.0331577005512,High
1,1,1,1,0.9316491109781279,238070.07568637517,8885,50.28996650496164,High
1,1,1,0,0.8472021799769852,927811.0070435866,4189,67.43846227934374,High
1,1,1,1,0.8521905331047824,698983.9890717581,11622,51.99039424909109,High
0,1,1,1,0.5776418333259878,958941.2605470167,9639,68.55528580198414,High
1,0,1,0,0.8664661472904807,651031.9616555237,18133,73.95425803245513,High
1,1,1,0,0.7785658253405535,775145.0100292716,4516,63.45737207103942,High
1,1,1,1,0.9532368029110623,890636.1947788785,11062,63.0811774504337,High
1,1,0,1,0.06436840502191554,759249.3115200815,19532,43.330039324648,Medium
1,0,1,1,0.028727133653932868,562645.7720127221,8620,47.86942162230272,Medium
1,1,0,1,0.1750299407238911,471920.93226147245,19000,48.17203567483457,Medium
1,0,1,1,0.9290848205079756,823377.3349128454,8639,71.59937937556562,High
1,1,0,1,0.605565105954246,771985.8128206885,3880,58.272192433554984,High
1,0,0,1,0.4261125176952809,366430.82393101644,14762,64.51849129788044,High
1,1,1,1,0.5127110614761518,498331.9673421538,18758,41.304719855318375,Medium
1,1,1,1,0.82960458822767,634990.7558856923,11731,60.03289729263851,High
1,1,1,1,0.9291099958039241,28370.219052147426,6002,46.860039138263865,Medium
1,1,0,1,0.7296988343109099,247568.69993164632,3032,52.276984401332214,High
1,1,1,0,0.7598478329372963,250214.3950713559,6178,56.16187042115059,High
1,1,1,0,0.32037804416383797,883231.5594813123,14469,60.42103807468284,High
1,1,1,1,0.4670351952745392,331487.75349629135,5580,30.948676882802815,Medium
0,1,0,1,0.8852101934711659,545143.3877979136,19884,79.58171882036807,Critical
1,1,1,1,0.7859341100725775,831586.4670042282,4204,48.15015924196568,Medium
1,1,1,1,0.6842709184613477,259693.8125433359,18913,48.745257268156664,Medium
1,1,1,1,0.06524683588812041,123757.07746686415,11496,29.39828882656216,Medium
1,1,1,1,0.039507219453954856,948359.8065084472,18075,38.49203997995114,Medium
1,1,1,1,0.13041094311399504,704682.9360341629,16249,39.76533888235769,Medium
1,1,1,1,0.5813910991978334,177053.7656801413,15322,42.648358470396424,Medium
0,1,0,0,0.5363868473411499,819711.5540126597,12318,92.3754193109263,Critical
1,1,0,1,0.9426908265470538,787126.6133355852,4087,68.66928841253863,High
1,1,0,1,0.6947596400433964,837541.0974754858,17559,59.793294875347634,High
1,1,1,1,0.293972617345426,276212.57665422925,18963,33.3194310779671,Medium
0,1,0,1,0.1614962938156973,448579.67338897096,6533,57.87186098059838,High
1,0,1,1,0.849533239328382,693673.7432281136,16146,62.51632481503832,High
0,1,1,1,0.4596241036890242,390667.574229405,16222,61.05802723840027,High
1,1,0,1,0.6534694974088487,69972.17221626584,17825,53.29033392804854,High
0,1,0,1,0.5651436065908029,136449.753995436,17306,58.95044850753632,High
1,1,1,1,0.10745634613663502,597113.5050974303,1834,31.96127724848848,Medium
0,1,0,0,0.05705838368182703,375168.1995986217,2448,75.16993946282399,Critical
1,1,0,1,0.37701818971641354,5380.131809707756,3790,38.38946087261072,Medium
0,0,1,1,0.36155029754571766,766854.5269760981,12158,67.77805612140403,High
1,0,1,0,0.6737981129689063,416703.742795161,6996,69.65441905134257,High
1,1,0,1,0.6322004091011617,313769.2854459324,11973,46.593776146776044,Medium
1,1,1,1,0.9689409284639944,713519.1790510995,7175,57.809281126711475,High
1,1,1,1,0.8580995027715717,455108.8189864034,14793,47.82140102681505,Medium
1,1,0,1,0.49658252577528783,694831.1093921872,3667,56.37447896822367,High
1,0,1,1,0.5000253525626955,13198.082381222554,18958,53.42505895790634,High
1,1,1,1,0.6741292291126944,9420.11408482446,17869,38.82233160379434,Medium
1,1,1,1,0.11409058277327555,559901.930410378,11093,28.130191925296696,Medium
0,1,1,1,0.9998905646313925,982212.0342285077,4671,77.13609438615472,Critical
1,1,0,1,0.518808101243624,272357.237918332,8446,49.48832294209889,Medium
0,0,1,0,0.9099048739089699,682893.5571666752,12439,91.95210260915232,Critical
1,1,1,1,0.9673563346522079,172257.54290268235,14513,47.22550738103755,Medium
1,1,0,1,0.5816427399022654,311548.6317608338,2589,43.63590735595783,Medium
0,1,0,1,0.10334864752477535,78074.890475208,17298,49.41627157070006,Medium
1,0,1,1,0.5733458084199712,880793.1599568446,10972,64.3161345788522,High
1,1,0,1,0.5976424371659868,310437.40155316313,12862,50.19349445593122,High
1,0,1,1,0.789193136773331,230466.44740299004,1135,53.46320186882774,High
1,1,1,1,0.04822926699490615,730604.1784399004,9965,36.0029670218179,Medium
1,0,1,1,0.4663153671950939,199440.15561049277,19335,56.55860817446488,High
0,1,1,1,0.9227702583368131,240275.36049838306,17520,68.9955666861818,High
0,1,1,1,0.9912990786786534,103616.25366071459,11217,70.70837530277166,High
1,1,1,1,0.19138267875923765,962871.9091948769,16068,44.864705255878874,Medium
1,1,1,1,0.8705989927350352,247637.74952167895,13426,44.783757149900765,Medium
1,1,1,1,0.1462505616306441,995663.3028023826,18373,40.70694374255989,Medium
1,0,1,0,0.8411744345678971,176149.44096847894,12650,75.24223519752992,Critical
1,1,1,1,0.27727772746766355,20651.849978170045,3311,29.581316851481606,Medium
1,1,1,0,0.9596252660491424,895693.6134442834,8414,67.9495024486488,High
1,1,1,1,0.6954967509006371,580017.2518401155,16063,53.56978745149758,High
0,1,1,1,0.3991106013897595,351409.9999841287,19229,50.36607034478188,High
1,0,1,1,0.28097332990816626,513339.6624570512,3119,44.364262998036665,Medium
1,1,1,1,0.23523752747444537,260726.9549074286,17142,36.35601043289923,Medium
1,0,1,1,0.6807923269995851,634758.8502816244,6686,60.44571088940456,High
1,0,0,1,0.8957910025768816,616468.5583425664,9031,76.69714905227127,Critical
1,1,0,1,0.7549419696143437,80192.28903968933,5640,48.990737078905134,Medium
0,1,0,1,0.8347915380165423,910688.1006010767,19936,85.05735372504535,Critical
1,0,1,1,0.7813837676345372,460525.3422251084,11274,62.75835588597855,High
0,1,1,1,0.9791476664980193,195154.13208222378,17823,66.74362978371371,High
1,1,1,0,0.7578049268263248,307383.85943601566,8472,60.7951198778629,High
1,1,0,1,0.2102285184702738,866221.7548376065,15790,50.13741575816911,High
1,1,1,1,0.7915984654745148,383185.1719821011,3199,48.16330368993128,Medium
1,1,1,1,0.3220693609848009,561961.1711956284,6126,44.064640132447295,Medium
0,1,1,0,0.9957998626628581,947689.7348829512,11483,84.44944649177333,Critical
0,1,0,1,0.37667262010014657,651716.4375819664,13648,72.77750643367175,High
1,0,1,1,0.2927937558472299,675716.743925602,8849,50.850067775193544,High
1,1,1,1,0.23921598550891154,248568.83716207533,7226,28.411552579733545,Medium
1,1,0,1,0.6585146520583698,668295.1850279847,16565,54.48031711841136,High
0,1,1,0,0.1092210883875312,393802.7441925013,8581,55.48739713390461,High
1,1,1,1,0.9535598817329719,911042.4845996739,16397,62.99460444707521,High
1,1,1,1,0.29431267864313715,129538.84791057713,9156,34.35518484992259,Medium
1,1,1,1,0.29540061103847226,285640.34966362803,13285,38.721507367995564,Medium
1,1,1,1,0.04606609570705911,66000.72864221185,1939,14.20282744918588,Low
1,1,1,0,0.24601751787357418,380903.849170001,6244,38.63329342495722,Medium
1,1,1,0,0.4189793556762377,148372.66615641097,3536,46.660291965730174,Medium
0,0,0,1,0.3696063902242208,845143.7544624109,15075,87.70971300926188,Critical
1,1,1,1,0.2730199214362202,925043.2019891829,15037,48.373397301699846,Medium
1,0,1,1,0.040743837839198216,669425.6448047158,9431,49.70887971752083,Medium
0,0,1,1,0.3005813736056424,103334.59998583928,9013,56.41480470567263,High
1,1,0,0,0.77833093826312,341630.8816224203,3480,63.58212665233699,High
0,1,1,1,0.43879228530947123,964491.8923479391,14973,64.58993880941671,High
1,1,1,1,0.2907753475987136,136301.2239595003,13915,26.919169567984053,Medium
1,0,1,1,0.3047921341479578,556489.3826227965,2867,47.7473580938679,Medium
0,1,1,1,0.5544375764939008,352929.47599556256,4997,54.95143753193378,High
1,1,1,0,0.30229267773907476,999162.6121528619,1643,53.900853150228265,High
1,1,0,1,0.6307973198661946,285389.064641812,6705,51.611002198419364,High
1,1,1,1,0.9894545137251151,47772.26528344336,10371,49.1724811760678,Medium
1,1,0,1,0.04117639775380566,702182.8148246675,16597,39.93039663812752,Medium
1,1,1,1,0.16873675569736868,326739.33024410997,19052,34.09966530237822,Medium
1,1,0,1,0.17910754528902406,657581.4339546228,11370,41.95956479080858,Medium
0,1,1,1,0.447070317932015,104651.9868145146,14043,50.8062392214074,High
1,1,1,1,0.04141871205337444,523063.20093025116,11935,34.247755671165486,Medium
1,1,1,1,0.4775215777425167,375231.5484026477,6337,40.668910327972704,Medium
1,1,1,0,0.9289247580766565,536767.1339786306,11982,62.22869717641228,High
0,1,0,0,0.01156408869270198,853472.3979411366,19556,70.5073276461948,High
1,0,1,1,0.364938867185181,972747.2879612754,18069,69.05108399652838,High
0,0,1,1,0.7608937721109648,753132.1491180031,6622,84.88027729615041,Critical
1,1,1,0,0.15449450033381507,766858.3152203979,3878,47.50652067886415,Medium
1,1,0,1,0.07755900252654213,528936.0897393924,17629,48.94463049174746,Medium
1,1,1,1,0.6307785372626386,97399.94385827622,9107,38.8908083979728,Medium
1,1,0,1,0.009950909049507684,667059.5463217278,11637,52.28919174189201,High
1,1,0,0,0.8017704911697158,147779.8717824721,17453,67.58349332599188,High
1,1,0,1,0.06685275356609877,245661.05657873038,4745,46.408583037173564,Medium
0,1,1,1,0.5243542594203608,707582.5130701915,2566,60.03941304358616,High
1,1,1,1,0.7401277102277272,656992.594118097,16773,47.68544490966054,Medium
1,1,1,1,0.24201098874647742,314325.941589781,7399,32.74843271859592,Medium
1,1,0,1,0.10354016192273752,772044.2359735712,2469,47.59585915092118,Medium
1,1,0,0,0.17562276641855612,939315.784442255,11777,63.486446912468914,High
1,1,1,1,0.8546835719350084,545259.6211444001,17671,51.62455963346869,High
1,1,0,1,0.7057802916520239,677686.6590170899,2848,59.57929848147265,High
1,0,1,0,0.19809804921509777,271779.5844702683,6475,60.15824252916262,High
1,1,1,1,0.7161207971309945,970807.0446426941,12818,52.87144844591252,High
1,0,1,1,0.7086181702086868,273704.91178578895,3671,57.49899042484413,High
1,1,0,1,0.9977250981059604,887409.0242488182,11202,67.05225517232493,High
0,1,0,1,0.39155602352591246,927869.1117987193,10273,72.72556501843637,High
0,1,0,1,0.8648534941427709,719628.5946039361,9594,76.06645383447565,Critical
1,1,0,0,0.446442685972815,811587.4277207464,5412,67.62372692366031,High
0,1,1,1,0.8977602236169668,457856.80779016035,9680,71.2818460706222,High
1,1,0,1,0.0916004990989493,919546.7894500539,11639,51.685021577811256,High
1,1,1,1,0.17531263012524412,742646.2450391403,2642,35.18092367836634,Medium
1,1,0,1,0.8499543630666899,326743.9915343533,10786,53.60313951235719,High
1,1,0,1,0.819300324105395,34945.167655440426,6999,52.839977738095094,High
1,1,1,0,0.3054337918569875,540783.2263568811,4797,47.463549460365456,Medium
0,1,1,1,0.5967983181334544,840650.3247411253,11289,65.45468995041699,High
1,0,1,1,0.38269972210203607,860668.1188723014,4256,58.98525832369238,High
1,1,0,1,0.01031734930352135,835118.7254835378,19983,46.17551489616953,Medium
1,1,1,1,0.026104126567127017,214746.48542111853,1541,21.515575442428418,Low
0,1,1,1,0.05425636548157642,426148.47959989763,11730,47.37471554370581,Medium
1,1,0,1,0.5940721543255787,613825.8551814725,3561,61.09521626724124,High
1,1,1,1,0.2792277353055279,667556.4920680332,9724,40.178319920793236,Medium
1,0,1,1,0.14394829831489053,334583.4216261855,1374,43.681253314504964,Medium
1,1,1,0,0.9411311084438876,692642.3237504611,10033,72.54268059473868,High
0,0,1,1,0.12131866708121586,590897.0074676129,18803,65.57073234549235,High
0,1,0,1,0.6739817164248777,566775.5747061516,4635,76.67839080546983,Critical
1,1,1,1,0.8941601828226586,663024.8237352772,5208,56.79422186370773,High
0,1,1,1,0.16382966723844972,603367.928866175,15842,41.189594405098205,Medium
1,1,1,0,0.21472968222871514,166874.63465866193,11701,44.41576553923089,Medium
0,1,1,1,0.5738135335759571,874416.32736528,7261,61.84543060438851,High
1,1,0,1,0.5084486863787977,240569.75347251675,6993,51.228744386103855,High
1,1,0,1,0.5210274168862675,744488.7812323944,14529,51.360345645786126,High
1,0,1,1,0.5546780940180887,176456.6729584548,4110,52.26790119367807,High
1,1,1,1,0.9499029159610443,660966.4128612272,2592,53.63603173921658,High
1,0,1,1,0.05383804196694997,895683.7587991564,1473,48.58415541071099,Medium
1,1,1,1,0.7604485206948192,9710.515370624062,2962,43.929144421078185,Medium
1,1,1,1,0.23250642240673336,979677.6665402893,5925,53.239968833459216,High
1,0,0,1,0.37367767017238207,29675.866659904736,14873,59.50923045899913,High
1,0,1,1,0.08929112296506403,11367.620894654263,19170,47.4887730358693,Medium
1,1,1,1,0.4456267691535436,857560.0983372983,11646,52.2767222525643,High
0,1,1,1,0.8042192522751215,708704.0031040693,13571,78.8239027992421,Critical
1,1,1,1,0.09874033853295494,105810.65792837652,16550,31.293946123736525,Medium
1,1,0,1,0.275603598220299,937414.9065959395,1982,54.747709983142826,High
1,1,1,1,0.37306170867702504,671932.2411628437,2714,39.61684367841138,Medium
0,1,1,1,0.10389920308764233,111043.54353809243,4334,36.54066326015633,Medium
1,0,1,1,0.7623168099769335,860553.5959244567,12623,74.67284590276724,High
1,0,0,1,0.7869470282174255,480904.8522598003,9928,72.19847739817325,High
0,1,1,0,0.835894997779968,278133.6900668848,9707,66.49750219480573,High
0,1,0,1,0.5838962048063182,825041.050232678,2186,78.62716367186403,Critical
1,0,1,1,0.5072388208543759,738446.4536908771,8033,60.05186738356909,High
1,1,0,1,0.262552445471242,623043.8021440628,6964,49.05281217050907,Medium
1,1,0,0,0.6551579672905478,898513.1521327632,16164,71.50851118896452,High
0,1,1,1,0.4445634856555435,861279.810068169,9648,64.90830742086813,High
1,1,0,1,0.9707764060773884,226791.65844489058,1705,57.04695571066204,High
1,0,1,1,0.9681794969744566,878686.1543814106,10368,75.69531280933666,Critical
0,1,1,0,0.9052051318175627,374039.8395737058,1467,78.09746740519292,Critical
1,1,1,1,0.36008913801433196,431774.33580125344,5259,36.57732731083637,Medium
1,1,1,1,0.3679724553540591,972332.3871285691,2651,41.603378480305906,Medium
1,0,1,1,0.8526731640437157,759874.3285458197,7844,69.730706263578,High
1,0,0,1,0.7291349317414662,321485.9543625255,18636,71.24096522070164,High
1,1,0,1,0.7043609698180437,647925.8896665372,13662,50.01546345321794,High
1,1,1,1,0.2796110110841158,539324.3362651117,13069,38.531125316632505,Medium
1,1,0,0,0.8333486115544758,116603.23704558096,10653,70.76089720623519,High
1,1,1,1,0.5794205722629432,887752.3379899834,16846,44.758183821111686,Medium
0,1,1,1,0.4468655742385731,821881.4836339894,2992,61.84460802638492,High
1,1,0,1,0.8654221241080758,777710.3568869369,7996,67.90698780960764,High
0,1,1,0,0.39420976378211403,559153.3875770128,8244,72.14303614230708,High
1,1,1,0,0.6539258118677655,220837.44028141815,19845,57.78607818561228,High
0,1,0,1,0.465905182004139,883896.0293195943,947,69.23670479581898,High
0,0,1,1,0.5927378061710562,352965.64361898054,6931,71.86944944482006,High
1,1,1,1,0.04054647164847858,20118.11795514473,1112,21.05666203841734,Low
1,1,1,1,0.4611151631763841,981774.1777461568,7005,43.33618715713447,Medium
0,0,1,1,0.5564913074967742,861157.1034219174,11918,78.31665694251917,Critical
1,1,0,1,0.49271933474960594,622680.3554379212,19576,58.522501806437894,High
1,1,1,1,0.8474103725068188,12407.139427494607,5174,42.32434906628509,Medium
1,1,1,1,0.3111239747918165,227716.05717480415,9415,31.734219662149346,Medium
0,1,1,1,0.8840765310045404,452049.8879758246,13940,67.70935311709003,High
0,1,1,1,0.4034619699068904,628084.9232464205,10634,54.2304637183067,High
0,1,1,1,0.6945267322606563,708154.5167426532,10915,66.37201419523659,High
1,0,1,0,0.08672272800729774,788272.6978015201,10508,65.38301941305446,High
0,1,1,1,0.2001540835688227,555660.9256870155,12877,52.156776436755365,High
1,1,1,0,0.7611660111412718,656183.4278513808,10604,59.46968844364734,High
1,1,1,1,0.012328685538640416,811242.6982153638,3823,36.858464709448974,Medium
1,1,0,1,0.9685277391470993,719841.3103308044,5714,63.26890901573585,High
1,1,0,1,0.19062890106321517,954812.3322067065,18510,53.8473351864751,High
1,1,0,1,0.9013039862451232,874645.9003980884,11456,73.96579179162086,High
1,1,1,1,0.5159450282262857,169361.27779542387,13730,32.08297147607044,Medium
1,1,1,1,0.5645753668971301,947419.1267170806,7723,46.89542899352915,Medium
1,1,0,0,0.08413178797102505,204175.99256461195,3971,48.41035264826035,Medium
1,1,1,1,0.3652187541573678,991263.7857014366,13529,45.445595362586225,Medium
1,0,1,1,0.1562188607805014,701329.5420000065,7757,45.409135677482986,Medium
1,1,0,1,0.5259314943609428,627531.5527413199,18985,57.49277090706056,High
1,1,0,1,0.5507321456719495,324322.7762647136,7406,41.68587732493952,Medium
1,1,0,1,0.7096669495843103,133107.524916398,3495,59.32467291027066,High
1,1,0,1,0.8782781579231833,126173.01644937029,11397,60.223906597721836,High
1,1,1,1,0.4681798162698607,866575.1925901904,10948,43.96977165304253,Medium
1,1,1,1,0.23336037008060662,432441.8461996377,7713,33.02065428310485,Medium
1,1,0,1,0.3335716614416495,559851.8568631188,4812,41.56510559644559,Medium
1,1,1,1,0.8470898129389373,931836.1076373672,1677,61.01542062802886,High
0,0,0,1,0.14586348507876146,255354.70480994915,12293,71.13421515795466,High
1,1,1,1,0.6272560783386825,763937.4854271516,18212,46.23947103526437,Medium
1,0,1,0,0.013085883842810175,470464.76183822204,11956,55.894212816642835,High
1,1,0,1,0.24566932845424272,212754.6591191375,14714,45.87458384148982,Medium
1,1,1,1,0.5914084975014595,852971.6805804076,1681,50.23817368714757,High
1,1,0,0,0.45641204000267077,679949.1734497504,6228,67.43522765703976,High
1,0,1,1,0.49354949024323136,94921.68257689015,15724,53.20308549402629,High
1,0,0,1,0.660562050459606,541757.1952889821,12177,63.55271268905881,High
1,1,1,1,0.23458602441856746,851763.8521932599,6913,50.1664063371027,High
1,1,1,0,0.2808049403265024,66934.80822154185,18582,43.28216321893753,Medium
0,1,1,1,0.6844582074278464,416274.79722554574,6165,61.28361022447633,High
0,1,1,1,0.538291407543869,805214.4705167662,7554,69.07296589483106,High
1,1,0,1,0.014586824258827624,858357.2801102084,15744,48.102160055247026,Medium
0,0,1,1,0.6703277952854412,775362.7763346166,11479,87.13856349370056,Critical
1,1,1,1,0.6200920407522781,305709.57502655603,2971,45.45633858990988,Medium
1,1,1,1,0.07860757379827377,506929.56062904693,13056,39.195196401320224,Medium
1,1,1,1,0.7475194948409861,741277.9766649803,12781,55.469775386962084,High
1,1,1,1,0.5221014589470707,152587.75294545578,19191,38.884692304164304,Medium
0,1,1,1,0.20474728395695962,594997.7632574161,14720,50.77708505687201,High
1,1,1,1,0.5593563681164273,720373.7252089718,5667,53.47223629246791,High
0,0,0,1,0.5954585141710033,849991.86936106,16991,91.18369989477127,Critical
1,1,1,1,0.9201187291902372,111671.72385679369,16000,52.53596690060031,High
0,1,0,1,0.7421444255511704,329674.6945925493,10064,68.60993314149043,High
1,1,1,1,0.30192435449119925,541653.9491854652,4116,35.16413815159495,Medium
1,1,1,1,0.11813296756419256,701056.8999145405,19466,39.039801425872646,Medium
1,1,1,1,0.8531840720807808,730036.2955249206,19603,55.442602826983716,High
1,1,1,1,0.846067687875446,253259.17397215968,4010,43.45019861029551,Medium
1,1,1,0,0.17531001472395724,13876.612017187263,14959,39.15321672129425,Medium
1,0,0,1,0.06213118519788663,693816.9780057876,18103,64.4559486896274,High
0,1,1,1,0.7118646498160389,909126.2873397719,11284,67.26769598080912,High
1,1,0,1,0.7225818308364841,797517.0451034391,11396,63.00523655592294,High
1,0,1,1,0.17714375370537905,622466.1030626192,18492,60.20221414249308,High
1,1,1,1,0.6682118595574554,977570.4405516004,3056,54.335045427742635,High
1,0,1,1,0.2789237446969288,433116.7780943553,18166,58.323501308144756,High
1,1,0,0,0.26061702796880404,525049.7509880961,16744,61.69763093084915,High
1,1,1,0,0.32451793409034246,12286.76395838224,4888,41.05665146652536,Medium
1,0,0,1,0.5203963665168543,945951.3628337119,1044,78.58428471316672,Critical
1,0,1,1,0.8044539233286228,583346.6549324366,12534,61.67123074193017,High
1,1,1,1,0.4986437508896262,390799.9839056199,10403,44.387439058851214,Medium
1,1,1,1,0.29804269562407437,44564.33588740494,11382,36.150215041796066,Medium
1,1,0,1,0.8839742987118493,362419.0643264045,16464,55.637229188801285,High
1,0,0,1,0.05508995744236467,3598.101675653664,16728,48.05618652371489,Medium
1,1,1,1,0.7970914838980804,324335.1379981384,1144,46.06755621241133,Medium
1,0,0,1,0.7843817579218557,951454.9240685247,5823,82.2424617552915,Critical
1,1,1,0,0.2535468101543431,154267.36423039643,17742,49.52242896687552,Medium
0,1,0,1,0.19829518252027967,545411.1090894324,13372,57.017864474832734,High
1,1,0,1,0.8747005614955973,186617.32010492217,10734,54.53399222508428,High
0,1,0,1,0.5588712935603243,783379.1303081712,2732,77.79606274082616,Critical
1,0,0,0,0.04601135763141462,562397.807238652,10284,72.5202414364069,High
1,1,1,0,0.8908325164671427,202236.01835227956,14921,63.48594025307919,High
1,0,1,1,0.34900598435567376,866241.2982388532,15876,60.70348674766058,High
0,1,1,0,0.3421565538100264,784023.7828334867,5428,68.47933513177277,High
1,1,1,1,0.6432879371598733,951301.329425553,17289,58.22980114348235,High
0,0,1,1,0.6613109427985758,628.1928926344938,3444,70.72375367057452,High
0,1,1,1,0.3533161208284148,457116.9471970793,13943,54.59029167255096,High
1,1,1,1,0.14327892789688068,999841.3004979218,5195,34.778976755138245,Medium
1,1,1,1,0.5522697633696724,811187.9169718102,8467,42.75690299011954,Medium
1,0,1,1,0.6251791646752402,831286.1318574274,8801,68.57050077713309,High
1,0,1,1,0.8602223650589736,621132.4627263177,14264,71.01214252002443,High
0,1,0,1,0.4844399873650659,712899.6520832377,16875,70.89872192529513,High
0,0,1,1,0.6456960795682218,805326.258783608,7482,74.16243572007053,High
1,1,0,1,0.054408827815875194,92280.64759190014,5339,39.425385455754004,Medium
1,1,1,1,0.8945229002061619,692580.5836107297,1246,50.60863843390315,High
0,0,1,1,0.3272158132067021,815408.1000327389,16635,73.06327837909004,High
1,1,1,1,0.6322211243423119,40865.78768509208,9983,38.29587914588994,Medium
0,0,1,0,0.9160516313132415,297053.1805269141,15714,88.51743267732019,Critical
1,1,1,1,0.810525784364687,324011.61588284234,9350,42.03415337638167,Medium
1,1,1,1,0.6377038574778656,854582.3952810524,10056,52.04437270485116,High
1,1,1,1,0.7036078280700853,780351.3895968673,12753,57.6602851374241,High
1,1,1,0,0.9209051159649763,656421.4709155066,2852,75.40695661676881,Critical
1,1,0,1,0.812093180146795,804723.1808428686,17251,69.02365456341771,High
1,1,1,0,0.6098590605371569,453429.70065770904,16664,65.63248528779101,High
1,1,1,1,0.6587027062096263,874880.590302111,8359,54.19029504970112,High
1,1,1,0,0.1472684241652119,234215.8431030733,17455,48.396852579753094,Medium
0,1,1,1,0.4701676797705997,704576.8814998524,7892,59.230540931137966,High
1,1,0,0,0.30099764768366644,241751.18477375468,7453,56.371004583994704,High
1,1,1,1,0.43197063449991635,39861.973410822204,9466,35.46449403782364,Medium
1,1,1,0,0.6622468735307563,284151.23981978174,5405,54.62311963325981,High
1,0,1,1,0.1491510936017556,492906.8284906286,18534,49.47453445357122,Medium
1,1,1,1,0.017375963661256932,843436.0150711723,3980,37.12088304641187,Medium
1,0,1,1,0.3969244032327296,508856.4893323571,14233,54.59304268428606,High
1,1,0,1,0.3221843144880572,179150.60257309212,4121,43.50727345276194,Medium
1,1,1,1,0.4204320597017073,992765.9709997227,15069,48.27408898100129,Medium
1,0,1,1,0.9312209203689806,270073.06798062427,5265,69.8930394382277,High
1,1,1,1,0.7070841012148437,985294.7250983862,14199,60.96264809658036,High
0,1,1,0,0.3274587745991602,936334.681508224,3783,67.90624367020028,High
1,1,1,1,0.1792788222367031,542441.5086406432,15126,35.345117565841356,Medium
1,1,1,1,0.6184782942569365,91963.08264171304,16369,39.66923571650536,Medium
1,1,1,0,0.6575762515095032,695414.811454475,2168,60.069653897384285,High
1,1,1,1,0.483622683877835,845717.6615488143,4192,37.445743186917014,Medium
1,1,1,1,0.21276077462216014,445301.0996795092,1857,34.29644897731606,Medium
1,1,1,0,0.02855526083653037,239040.45934589102,19827,35.74370021509803,Medium
0,0,1,1,0.2656606974672725,802824.1647126568,6044,67.90226006427334,High
1,1,1,1,0.45717049929018405,545077.8256759287,11548,45.00743503633147,Medium
1,1,1,0,0.787934286442492,197630.00481547788,2319,62.21500787704632,High
1,0,1,0,0.8537538288451721,949538.6409674772,1703,82.46097865617381,Critical
1,1,0,1,0.41293455966696424,948098.2266851785,4817,57.476961685808284,High
1,1,0,1,0.7961240546835278,367049.6734445847,1893,51.34901486063658,High
1,1,0,1,0.993352823551153,64003.10914174012,4755,55.55220571928004,High
1,1,0,1,0.7166103748522293,630788.5345497092,1727,54.591971526532475,High
0,1,0,1,0.7285990316014068,317226.7345834646,17411,73.21294370026233,High
1,1,0,1,0.9095365015498309,66355.26100004918,7245,51.314289488483794,High
1,0,0,1,0.3381441284169099,891806.4144685661,8627,73.61126646343837,High
1,0,0,1,0.011205393057471258,998116.314600281,7446,59.34605177581122,High
1,0,1,1,0.9869772716756992,350405.5137102818,5212,65.26935038283662,High
1,1,1,0,0.49046807767102385,744746.2633841955,14787,56.187566398194136,High
1,1,0,0,0.7856775931623269,65770.79228015347,714,57.7432294059579,High
1,1,1,1,0.8124911376092956,369705.43955963064,18825,44.053506239351684,Medium
0,1,0,1,0.397516677080029,108751.76604964076,5333,48.41387560629343,Medium
1,1,1,1,0.5412730467223182,55349.93716351655,7713,35.770728926721944,Medium
1,1,1,1,0.5399155260626778,588791.0405094958,11820,49.272345169084815,Medium
0,0,0,1,0.22021600934425045,802030.9875232321,13560,78.92685345694902,Critical
1,1,0,1,0.11763893389429347,452970.2511417205,10201,37.12782398949801,Medium
